"Account","Date","Merchant","Description","Amount","Type","Category","Sub-category","Property","Unit","Notes"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 13, 2025","Amazon.com*NR2WZ0030","Purchase from Amazon.com*NR2WZ0030  |  Address: Amzn.com/bill, WA, US  |  **2577","-165.21","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","July 13, 2025","PAYLESS POWER","Purchase from PAYLESS POWER  |  Address: 888-4492735, TX, US  |  **4225","-40","Operating Expenses","Utilities","Electric","5401 Odom Ave","",""
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 13, 2025","CITYOFDENVERWAST","Purchase from CITYOFDENVERWAST  |  Address: 720-913-1311, CO, US  |  **3252","-504","Operating Expenses","Utilities","Garbage & Recycling","326 South Alcott Street","","June and July Trash Bill"
"Lofty Holding 9919 S Oglesby Avenue DAO LLC-9919 S Oglesby Ave Operations-6771","July 12, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","89","Transfers & Other","Transfers Between Accounts","General Transfers & Other","9919 S Oglesby Ave","","Service Call Fee to Puls Home Services for fallen tree"
"ECO Systems, LLC-ECO Systems Operations-2624","July 12, 2025","Lofty Holding 9919 S Oglesby Avenue DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 9919 S Oglesby Avenue DAO LLC  |  INTERNAL_TRANSFER","-89","Transfers & Other","Transfers Between Accounts","General Transfers & Other","9919 S Oglesby Ave","","Service Call Fee to Puls Home Services for fallen tree"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 12, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **3700","-53.52","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","86 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 12, 2025","WALMART.COM 8009","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2577","-7.6","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"Manually Added- undefined","July 11, 2025","Joshua Reeves Lawnmowing","","-50","Operating Expenses","Cleaning & Maintenance","Gardening & Landscaping","5401 Odom Ave","","Paid via Zelle from Chase x0000"
"Manually Added- undefined","July 11, 2025","SAMS CLUB RENEWAL","","-27.5","Operating Expenses","Other Operating Expenses","Memberships","90 Madison Ave","",""
"Manually Added- undefined","July 11, 2025","SAMS CLUB RENEWAL","","-27.5","Operating Expenses","Other Operating Expenses","Memberships","84 Madison Ave","",""
"Manually Added- undefined","July 11, 2025","SAMS CLUB RENEWAL","","-27.5","Operating Expenses","Other Operating Expenses","Memberships","86 Madison Ave","",""
"Manually Added- undefined","July 11, 2025","SAMS CLUB RENEWAL","","-27.5","Operating Expenses","Other Operating Expenses","Memberships","88 Madison Ave","",""
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","Amazon.com*NR9WU7JG2","Purchase from Amazon.com*NR9WU7JG2  |  Address: Amzn.com/bill, WA, US  |  **2577","-10.13","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","84 Madison Ave","","Toilet Paper"
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","Amazon.com*NR9WU7JG2","Purchase from Amazon.com*NR9WU7JG2  |  Address: Amzn.com/bill, WA, US  |  **2577","-10.13","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","86 Madison Ave","","Toilet Paper"
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","Amazon.com*NR9WU7JG2","Purchase from Amazon.com*NR9WU7JG2  |  Address: Amzn.com/bill, WA, US  |  **2577","-10.14","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","","Toilet Paper"
"Manually Added- Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","Amazon.com*NR9WU7JG2","Purchase from Amazon.com*NR9WU7JG2  |  Address: Amzn.com/bill, WA, US  |  **2577","-10.14","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","90 Madison Ave","","Toilet Paper"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","July 11, 2025","THE HOME DEPOT #","Return from THE HOME DEPOT #  |  Address: LAKEWOOD, CO, US  |  **6267","6.48","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Return of chair feet"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **2577","-141.88","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"ECO Systems, LLC-Aligned Operations-5957","July 11, 2025","HEMLANE","HEMLANE  |  5PDQ8W MLR","-50","Operating Expenses","Supplies","Office Supplies & Postage","1432 Sara Ave.","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 11, 2025","MORTGAGE SERV CT","MORTGAGE SERV CT  |  MTG PAYMT |  8016191218","-2004.54","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","86 Madison Ave","","Declined Payment"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 11, 2025","MORTGAGE SERV CT","Returned received ACH transaction #310243712 due to: Account has insufficient funds","2004.54","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","86 Madison Ave","","Declined Payment"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  CPFF6B3R7F","146.28","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 11, 2025","LAWNCARE* LAWNSTARTER","Purchase from LAWNCARE* LAWNSTARTER  |  Address: LAWNSTARTER.C, TX, US  |  **6774","-125.54","Operating Expenses","Cleaning & Maintenance","Gardening & Landscaping"," 8143 S Sangamon St.","",""
"ECO Systems, LLC-Aligned Operations-5957","July 11, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1432 Sara Ave.","","Lockbox Fee"
"ECO Systems, LLC-ECO Systems Operations-2624","July 11, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1432 Sara Ave.","","Lockbox Fee"
"ECO Systems, LLC-ECO Systems Operations-2624","July 11, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-50","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1432 Sara Ave.","","Lockbox Expedited Shipping Fee"
"ECO Systems, LLC-Aligned Operations-5957","July 11, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","50","Transfers & Other","Transfers Between Accounts","General Transfers & Other","1432 Sara Ave.","","Lockbox Expedited Shipping Fee"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 11, 2025","WPLUS INHOME 2025","Purchase from WPLUS INHOME 2025  |  Address: 800-966-6546, AR, US  |  **2577","-14.83","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 11, 2025","SPI*DENVER WATER","Purchase from SPI*DENVER WATER  |  Address: 303-893-2444, CO, US  |  **4288","-150.66","Operating Expenses","Utilities","Water & Sewer","326 South Alcott Street","","June Water Bill"
"Earl Vanze Co-Coinbase-0498","July 10, 2025","Wire from EARL VANZE QUIBIDO CO | ORIGINATING FI/COINBASE INC","Wire from EARL VANZE QUIBIDO CO | ORIGINATING FI/COINBASE INC","5100.67","Transfers & Other","Transfers Between Accounts","General Transfers & Other","22164 Umland Circle","","Lofty withdrawal for Umland ($4800) + rents and token sales ($300) + interest USDC via Coinbase"
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 10, 2025","Scruggs Investments  |  TRANSFER_OUT","Scruggs Investments  |  TRANSFER_OUT","-75","Transfers & Other","Transfers Between Accounts","General Transfers & Other","326 South Alcott Street","","Berrett Pest Control 5/6/25 Reimbursement"
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 10, 2025","Scruggs Investments  |  TRANSFER_OUT","Scruggs Investments  |  TRANSFER_OUT","-374.19","Operating Expenses","Taxes","Property Taxes","326 South Alcott Street","","Taxes Escrow June 2025"
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 10, 2025","Scruggs Investments  |  TRANSFER_OUT","Scruggs Investments  |  TRANSFER_OUT","-374.19","Operating Expenses","Taxes","Property Taxes","326 South Alcott Street","","Taxes Escrow May 2025"
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 10, 2025","Scruggs Investments  |  TRANSFER_OUT","Scruggs Investments  |  TRANSFER_OUT","-256.37","Operating Expenses","Insurance","Rental Dwelling","326 South Alcott Street","","Insurance Escrow June 2025"
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 10, 2025","Scruggs Investments  |  TRANSFER_OUT","Scruggs Investments  |  TRANSFER_OUT","-256.37","Operating Expenses","Insurance","Rental Dwelling","326 South Alcott Street","","Insurance Escrow May 2025"
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 10, 2025","Scruggs Investments  |  TRANSFER_OUT","Scruggs Investments  |  TRANSFER_OUT","-131.86","Operating Expenses","Utilities","Water & Sewer","326 South Alcott Street","","SPI DENVER WATER DENVER CO 05/29/25"
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 10, 2025","Walmart.com","Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **3700","-56.92","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","86 Madison Ave","",""
"ECO Systems, LLC-Aligned Operations-5957","July 10, 2025","HEMLANE","HEMLANE  |  5PD95Y LBF","-100","Operating Expenses","Supplies","General Operating Expenses","1432 Sara Ave.","","Lockbox and Expedited Shipping Fee"
"ECO Systems, LLC-Aligned Operations-5957","July 10, 2025","HEMLANE","Returned received ACH transaction #309876223 due to: Account has insufficient funds","100","Operating Expenses","Supplies","General Operating Expenses","1432 Sara Ave.","","Lockbox and Expedited Shipping Fee"
"ECO Systems, LLC-Aligned Operations-5957","July 10, 2025","HEMLANE","HEMLANE  |  5PD8MJ MLR","-50","Operating Expenses","Supplies","General Operating Expenses","1432 Sara Ave.","","Lockbox and Expedited Shipping Fee"
"ECO Systems, LLC-Aligned Operations-5957","July 10, 2025","HEMLANE","Returned received ACH transaction #309871244 due to: Account has insufficient funds","50","Operating Expenses","Supplies","General Operating Expenses","1432 Sara Ave.","","Lockbox and Expedited Shipping Fee"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","July 10, 2025","ARCADIA","Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **6778","-286.48","Operating Expenses","Utilities","Gas & Electric","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","July 10, 2025","PAYLESS POWER","Purchase from PAYLESS POWER  |  Address: 888-4492735, TX, US  |  **4225","-40","Operating Expenses","Utilities","Electric","5401 Odom Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 09, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-20","Operating Expenses","Utilities","Phone, Cable & Internet","90 Madison Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 09, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-20","Operating Expenses","Utilities","Phone, Cable & Internet","88 Madison Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 09, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-20","Operating Expenses","Utilities","Phone, Cable & Internet","86 Madison Ave","",""
"Manually Added- Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 09, 2025","Spectrum","Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958","-19.99","Operating Expenses","Utilities","Phone, Cable & Internet","84 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","July 09, 2025","VENMO *Mohamad Salameh","VENMO *Mohamad Salameh, Visa Direct, NY, US  |  **4225","-180","Operating Expenses","Cleaning & Maintenance","Pool & Spa","3560 Saint Albans Rd","","Hot Tub Turn 7/8"
"ECO Systems, LLC-ECO Systems Operations-2624","July 09, 2025","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","180","Operating Expenses","Cleaning & Maintenance","Pool & Spa","3560 Saint Albans Rd","","Hot Tub Turn 7/8"
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","July 09, 2025","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","678.91","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 09, 2025","STRIPE","STRIPE  |  2CPQH0 LFS","25","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 09, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  6DZQTZ33YR","500.96","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 09, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  6DZQTZ33YR","323.5","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 09, 2025","STRIPE","STRIPE  |  2CP34D REN","250","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"Pelican LFTY0316 DAO LLC - 326-332 S Alcott-326-332 S Alcott Operations-4400","July 09, 2025","Baselane","Baselane  |  Rent#834496","1500","Revenue","Rents","General Revenue","326 South Alcott Street","330",""
"Beagle LFTY0454 DAO LLC - 22164 Umland Circle-22164 Umland Circle Operations-4909","July 09, 2025","AIRBNB 4977","AIRBNB 4977  |  AIRBNB","456.83","Revenue","Rents","Short Term Rents","22164 Umland Circle","",""
"ECO Systems, LLC-918 Frederick Blvd Operations -8793","July 09, 2025","OFFICIAL PAYMENT","OFFICIAL PAYMENT  |  WEB PMTS","-1","Operating Expenses","Taxes","Property Taxes","918 Frederick Blvd","",""
"ECO Systems, LLC-918 Frederick Blvd Operations -8793","July 09, 2025","SUMMITCOPTXOH","SUMMITCOPTXOH  |  WEB PMTS","-1360.08","Operating Expenses","Taxes","Property Taxes","918 Frederick Blvd","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","July 08, 2025","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-1146.16","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","724 3rd Ave","","*SPLIT*"
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  KNO7UH5FK6","185.39","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  S3KZ4PU5K4","77.6","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  S3KZ4PU5K4","140.65","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  S3KZ4PU5K4","408.08","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Snow Leopard LFTY0439 DAO LLC - 86 Madison-86 Madison Ave Operations-8724","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  H2KXFZ7ETU","1069.47","Revenue","Rents","Short Term Rents","86 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  H2KXFZ7ETU","918.1","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  OYUQFU4MWZ","483.69","Revenue","Rents","Short Term Rents","88 Madison Ave","",""
"Poodle LFTY0452 DAO LLC - 85-104 Alawa-85-104 Alawa Pl Operations-1176","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  ZJ2JIQ7O4Q","0.01","Revenue","Rents","Short Term Rents","85-104 Alawa Pl","",""
"Strawberry LFTY402 DAO LLC - 90 Madison-90 Madison Ave Operations-0172","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  RTXZR427GO","704.06","Revenue","Rents","Short Term Rents","90 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","July 08, 2025","AIRBNB PAYMENTS","AIRBNB PAYMENTS  |  RTXZR427GO","615.56","Revenue","Rents","Short Term Rents","84 Madison Ave","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 08, 2025","STRIPE","STRIPE  |  8NR2B0 REN","500","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119","July 08, 2025","STRIPE","STRIPE  |  8NRGZ5 REN","500","Revenue","Rents","Long Term Rents"," 8143 S Sangamon St.","",""
"Heron LFTY0314 DAO LLC - 88 Madison-88 Madison Ave Operations-0181","July 08, 2025","SAMSCLUB.COM","Purchase from SAMSCLUB.COM  |  Address: 888-746-7726, AR, US  |  **2577","-72.5","Operating Expenses","Cleaning & Maintenance","Linens, Soaps, & Other Consumables","88 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","July 08, 2025","AMAZON MKTPL*NL0O41HT2","Purchase from AMAZON MKTPL*NL0O41HT2  |  Address: Amzn.com/bill, WA, US  |  **5487","-28.22","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","84 Madison Ave","","Throw Pillow Covers, Pull Chain Extension Fan"
"Manually Added- undefined","July 07, 2025","STRIPE  |  GVKZ4R REN","STRIPE  |  GVKZ4R REN","943.57","Revenue","Rents","Long Term Rents","25 Circle Dr","","July Rent - Minus Pro-rated"
"Manually Added- undefined","July 07, 2025","Lofty Holding 25 Circle Drive DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 25 Circle Drive DAO LLC  |  INTERNAL_TRANSFER","-943.57","Revenue","Rents","Long Term Rents","25 Circle Dr","","July Rent - Minus Pro-rated"
"Manually Added- undefined","July 07, 2025","Lofty Holding 25 Circle Drive DAO LLC  |  INTERNAL_TRANSFER","Lofty Holding 25 Circle Drive DAO LLC  |  INTERNAL_TRANSFER","943.57","Revenue","Rents","Long Term Rents","25 Circle Dr","","July Rent - Minus Pro-rated"
