Account,Date,Merchant,Description,Amount,Type,Category,Sub-category,Property,Unit,Notes
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **4664",-97.2,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **9131",-108,,,,724 3rd Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **8321",-97.2,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **8321",-97.2,,,,88 Madison Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **1532",-97.2,,,,90 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **8782",-97.2,,,,84 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"November 04, 2025",ORKIN LLC 002,"Purchase from ORKIN LLC 002  |  Address: 877-620-8282, GA, US  |  **4664",-108,,,,724 3rd Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"November 04, 2025",WYOMING SECRETARY OF ST,"Purchase from WYOMING SECRETARY OF ST  |  Address: 307-7775847, WY, US  |  **4243",-62.25,,,,84 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"November 03, 2025",WALMART.COM 8009 | 90 Madison - 5/20,WALMART.COM 8009 | 90 Madison - 5/20,-9.61,,,,90 Madison Ave,,Auto-split from 205759661
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"November 03, 2025",WALMART.COM 8009 | 88 Madison - 6/20,WALMART.COM 8009 | 88 Madison - 6/20,-11.54,,,,88 Madison Ave,,Auto-split from 205759661
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"November 03, 2025",WALMART.COM 8009 | 86 Madison - 5/20,WALMART.COM 8009 | 86 Madison - 5/20,-9.61,,,,86 Madison Ave,,Auto-split from 205759661
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"November 03, 2025",WALMART.COM 8009 | 84 Madison - 4/20,WALMART.COM 8009 | 84 Madison - 4/20,-7.69,,,,84 Madison Ave,,Auto-split from 205759661
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"November 03, 2025",NSM DBAMR.COOPER,NSM DBAMR.COOPER  |  NSM DBAMR |  9684098,-2700,Loan Payments & Capex,Mortgage Payments,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"November 03, 2025",JPMorgan Chase,JPMorgan Chase  |  Ext Trnsfr,907.1,,,,804 S Quitman St,,$1907.10 Refund check from First American Title
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"November 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  JB2WIAGDG3,729.49,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"November 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  JB2WIAGDG3,291.31,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Reserves-9971","November 03, 2025",Hostshare,Hostshare  |  Hostshare,300,Revenue,Rents,,22164 Umland Circle,,
LOFTY HOLDING 5541 S PEORIA STREET DAO LLC-5541 S Peoria St Operations-9125,"November 03, 2025",071915580,071915580  |  HARRIS ACH,2280,Revenue,Rents,,5541 S Peoria St,,CHA Payments October and November
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"November 03, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **4388",-790.31,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"November 03, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **4305",-1187.79,,,,86 Madison Ave,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"November 03, 2025",HAWAIIAN TELCOM INC,"Purchase from HAWAIIAN TELCOM INC  |  Address: HAWAIIANTEL.C, HI, US  |  **1288",-30,,,,85-104 Alawa Pl,,
"ECO Systems, LLC-ECO Systems Operations-2624","November 02, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,599,,,,326 South Alcott Street,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"November 02, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-599,,,,326 South Alcott Street,,PM Fee November 10 percent
Lion LFTY0435 DAO LLC-804 S Quitman St Reserves-1601,"November 02, 2025",Interest October 2025,Interest October 2025,0.26,,,,804 S Quitman St,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"November 01, 2025",ABSOLUTE TERMITE,"Purchase from ABSOLUTE TERMITE  |  Address: KAPOLEI, HI, US  |  **7398",-99.48,,,,85-104 Alawa Pl,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"November 01, 2025",LOWE'S #1784,"Purchase from LOWE'S #1784  |  Address: GLENMONT, NY, US  |  **4243",-126.27,Operating Expenses,Repairs,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","November 01, 2025",VENMO *Evan Chen,"VENMO *Evan Chen, Visa Direct, NY, US  |  **4225",-635.48,,,,724 3rd Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"November 01, 2025",LOWES #02701*,"Return from LOWES #02701*  |  Address: GLENVILLE, NY, US  |  **4243",9.46,Operating Expenses,Supplies,,84 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"November 01, 2025",Amazon.com*NK3U300C1,"Purchase from Amazon.com*NK3U300C1  |  Address: Amzn.com/bill, WA, US  |  **2577",-3.53,Operating Expenses,Supplies,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"November 01, 2025",Amazon.com*NK9396X80,"Purchase from Amazon.com*NK9396X80  |  Address: Amzn.com/bill, WA, US  |  **2577",-6.12,Operating Expenses,Supplies,,88 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","November 01, 2025",PAYPAL *NANMCKAYASS,"Purchase from PAYPAL *NANMCKAYASS  |  Address: 402-935-7733, CA, US  |  **4225",-75,,,, 8143 S Sangamon St.,,
Lofty Holding 1518 Dille Road DAO LLC-1518 Dille Rd Operations-9343,"October 31, 2025",Aligned Properti,Aligned Properti  |  WEB PMTS,-734.38,Operating Expenses,Repairs,,1518 Dille Rd,,Capital Contribution for Repairs to Aligned
"ECO Systems, LLC-Aligned Operations-5957","October 31, 2025",Aligned Properti,Aligned Properti  |  WEB PMTS,-216,Operating Expenses,Repairs,,1518 Dille Rd,,50% deposit for repairs
Beagle LFTY0454 DAO LLC-22164 Umland Circle Operations-4909,"October 31, 2025",22164 Umland Circle Clark 1177,22164 Umland Circle Clark 1177,-350,,,,22164 Umland Circle,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 31, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  AE2YLSRZKI,502.91,,,,88 Madison Ave,,
"ECO Systems, LLC-Hemlane Operations-4420","October 31, 2025",STRIPE,STRIPE  |  HKWK2R REN,1435.5,,,,8708 Willard Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"October 31, 2025",Lofty Holding 1039 Mt Vernon Road DAO LLC  |  TRANSFER_O,Lofty Holding 1039 Mt Vernon Road DAO LLC  |  TRANSFER_O,-758.33,Loan Payments & Capex,Other Loan Interest Payments,,804 S Quitman St,,November Mt Vernon 70k Loan Interest Payment
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"October 31, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",500,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 30, 2025",Amazon.com*NK5BC1TI0 | 90 Madison - 5/20,Amazon.com*NK5BC1TI0 | 90 Madison - 5/20,-12.14,,,,90 Madison Ave,,Auto-split from 204753350
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 30, 2025",Amazon.com*NK5BC1TI0 | 88 Madison - 6/20,Amazon.com*NK5BC1TI0 | 88 Madison - 6/20,-14.57,,,,88 Madison Ave,,Auto-split from 204753350
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 30, 2025",Amazon.com*NK5BC1TI0 | 86 Madison - 5/20,Amazon.com*NK5BC1TI0 | 86 Madison - 5/20,-12.15,,,,86 Madison Ave,,Auto-split from 204753350
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 30, 2025",Amazon.com*NK5BC1TI0 | 84 Madison - 4/20,Amazon.com*NK5BC1TI0 | 84 Madison - 4/20,-9.72,,,,84 Madison Ave,,Auto-split from 204753350
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 30, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HRVFTUT5IC,117.47,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"October 30, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HRVFTUT5IC,275.05,,,,86 Madison Ave,,
"ECO Systems, LLC-Hemlane Operations-4420","October 30, 2025",STRIPE,STRIPE  |  HKWKZZ REN,1435.5,,,,8708 Willard Ave,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"October 30, 2025",Ariel Perreira,Ariel Perreira  |  Invoices,-120,,,,85-104 Alawa Pl,,
Lofty Holding 1518 Dille Road DAO LLC-1518 Dille Rd Operations-9343,"October 30, 2025",Lofty Holding 1518 Dille Road DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 1518 Dille Road DAO LLC  |  INTERNAL_TRANSFER,940.5,Transfers & Other,Transfers Between Accounts,,1321 Allendale Ave,,Consolidation
Lofty Holding 1518 Dille Road DAO LLC-1321 Allendale Ave Operations-1138,"October 30, 2025",Lofty Holding 1518 Dille Road DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 1518 Dille Road DAO LLC  |  INTERNAL_TRANSFER,-940.5,Transfers & Other,Transfers Between Accounts,,1321 Allendale Ave,,Consolidation
"ECO Systems, LLC-ECO Systems Operations-2624","October 30, 2025",Lofty Holding 8143 S Sangamon Street DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 8143 S Sangamon Street DAO LLC  |  INTERNAL_TRANSFER,369.61,Transfers & Other,Transfers Between Accounts,, 8143 S Sangamon St.,,Reimbursement for LawnStarter and Consolidation
Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119,"October 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-369.61,Transfers & Other,Transfers Between Accounts,, 8143 S Sangamon St.,,Reimbursement for LawnStarter and Consolidation
"ECO Systems, LLC-ECO Systems Operations-2624","October 30, 2025",Lofty Holding 8143 S Sangamon Street DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 8143 S Sangamon Street DAO LLC  |  INTERNAL_TRANSFER,75,Transfers & Other,Transfers Between Accounts,, 8143 S Sangamon St.,,Reimburse CHA Re-Inspection Fee PayPal Oct 18 2025
Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119,"October 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-75,Transfers & Other,Transfers Between Accounts,, 8143 S Sangamon St.,,Reimburse CHA Re-Inspection Fee PayPal Oct 18 2025
"ECO Systems, LLC-Aligned Operations-5957","October 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",2.46,Transfers & Other,Transfers Between Accounts,,3850 W 17th St,,
"ECO Systems, LLC-ECO Systems Operations-2624","October 30, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-2.46,Transfers & Other,Transfers Between Accounts,,3850 W 17th St,,
"ECO Systems, LLC-ECO Systems Operations-2624","October 30, 2025",CONCRETE PEST SOLUTION,"Purchase from CONCRETE PEST SOLUTION  |  Address: CONCRETEPEST., OH, US  |  **4225",-918,,,,10724 Gooding Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 29, 2025","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339 #4","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339",-24.37,,,,84 Madison Ave,,5x Trash Bags
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 29, 2025","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339 #3","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339",-24.37,,,,86 Madison Ave,,5x Trash Bags
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 29, 2025","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339 #2","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339",-24.38,,,,88 Madison Ave,,5x Trash Bags
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 29, 2025","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339 #1","Purchase from WALMART.COM 8009  |  Address: BENTONVILLE, AR, US  |  **2339",-24.38,,,,90 Madison Ave,,5x Trash Bags
"ECO Systems, LLC-ECO Systems Operations-2624","October 29, 2025",CASH APP*KIYA,"CASH APP*KIYA, Oakland, CA, US  |  **4225",-50,,,,15555 Millard Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 29, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  EW2PKIPVDM,1045.78,,,,90 Madison Ave,,
Beagle LFTY0454 DAO LLC-22164 Umland Circle Operations-4909,"October 29, 2025",FRONTIER COMM CORP WEB,"Purchase from FRONTIER COMM CORP WEB  |  Address: WWW.FRONTIER., CT, US  |  **7248",-89.17,,,,22164 Umland Circle,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 29, 2025",AMAZON MKTPL*N473K5EZ2,"Purchase from AMAZON MKTPL*N473K5EZ2  |  Address: Amzn.com/bill, WA, US  |  **2577",-140.86,Operating Expenses,Supplies,,88 Madison Ave,,Keurig K-Express + 1500 floss picks + Mouthwash x4
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 28, 2025",WALMART.COM 8009 | 90 Madison - 5/20,WALMART.COM 8009 | 90 Madison - 5/20,-11.14,,,,90 Madison Ave,,Auto-split from 203774723
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 28, 2025",WALMART.COM 8009 | 88 Madison - 6/20,WALMART.COM 8009 | 88 Madison - 6/20,-13.37,,,,88 Madison Ave,,Auto-split from 203774723
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 28, 2025",WALMART.COM 8009 | 86 Madison - 5/20,WALMART.COM 8009 | 86 Madison - 5/20,-11.15,,,,86 Madison Ave,,Auto-split from 203774723
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 28, 2025",WALMART.COM 8009 | 84 Madison - 4/20,WALMART.COM 8009 | 84 Madison - 4/20,-8.92,,,,84 Madison Ave,,Auto-split from 203774723
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #7","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-54.43,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #6","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-72.57,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #5","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-36.29,,,,84 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #4","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-36.29,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #3","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-18.14,,,,22 W Main St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #2","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-18.14,,,,22164 Umland Circle,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559 #1","Purchase from HOSPITABLE.COM  |  Address: 321-7107258, CA, US  |  **1559",-18.14,,,,3560 Saint Albans Rd,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025",HULU,"HULU, HULU, SANTA MONICA, CA, US  |  **3073",-2.99,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  44GQGEHX4P,115.43,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  44GQGEHX4P,15,,,,90 Madison Ave,,
"ECO Systems, LLC-Hemlane Operations-4420","October 28, 2025",STRIPE,STRIPE  |  GVKSHG REN,779,,,,25 Circle Dr,,October Rent
Lofty Holding 1518 Dille Road DAO LLC-1518 Dille Rd Operations-9343,"October 28, 2025",STRIPE,STRIPE  |  98ND1T REN,715.5,,,,1518 Dille Rd,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  5HB62TGOWV,437.24,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"October 28, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  LGVNKX6CJM,2521.17,,,,84 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"October 28, 2025",SPI*DENVER WATER,"Purchase from SPI*DENVER WATER  |  Address: 303-893-2444, CO, US  |  **5236",-79.1,,,,804 S Quitman St,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"October 28, 2025",SPI*DENVER WATER,"Purchase from SPI*DENVER WATER  |  Address: 303-893-2444, CO, US  |  **4288",-141.26,,,,326 South Alcott Street,,
Beagle LFTY0454 DAO LLC-22164 Umland Circle Operations-4909,"October 28, 2025",AIRBNB 4977,AIRBNB 4977  |  AIRBNB,1007.11,,,,22164 Umland Circle,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"October 28, 2025",Melio,Melio  |  TX_2331234,-0.4,,,,85-104 Alawa Pl,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 27, 2025",AMAZON MKTPL*N40AU1HQ0 | 90 Madison - 5/20,AMAZON MKTPL*N40AU1HQ0 | 90 Madison - 5/20,-37.01,,,,90 Madison Ave,,Auto-split from 203234540
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 27, 2025",AMAZON MKTPL*N40AU1HQ0 | 88 Madison - 6/20,AMAZON MKTPL*N40AU1HQ0 | 88 Madison - 6/20,-44.42,,,,88 Madison Ave,,Auto-split from 203234540
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 27, 2025",AMAZON MKTPL*N40AU1HQ0 | 86 Madison - 5/20,AMAZON MKTPL*N40AU1HQ0 | 86 Madison - 5/20,-37.02,,,,86 Madison Ave,,Auto-split from 203234540
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 27, 2025",AMAZON MKTPL*N40AU1HQ0 | 84 Madison - 4/20,AMAZON MKTPL*N40AU1HQ0 | 84 Madison - 4/20,-29.61,,,,84 Madison Ave,,Auto-split from 203234540
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"October 27, 2025",Walmart.com | 90 Madison - 5/20,Walmart.com | 90 Madison - 5/20,-14.47,,,,90 Madison Ave,,Auto-split from 203774652
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"October 27, 2025",Walmart.com | 88 Madison - 6/20,Walmart.com | 88 Madison - 6/20,-17.36,,,,88 Madison Ave,,Auto-split from 203774652
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"October 27, 2025",Walmart.com | 86 Madison - 5/20,Walmart.com | 86 Madison - 5/20,-14.47,,,,86 Madison Ave,,Auto-split from 203774652
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"October 27, 2025",Walmart.com | 84 Madison - 4/20,Walmart.com | 84 Madison - 4/20,-11.57,,,,84 Madison Ave,,Auto-split from 203774652
Black Cannon LFTY0300 DAO LLC-1315 E 114th St Operations-7131,"October 27, 2025",Wire to Black Cannon LFTY0300 - 1315 E 114th | Sale Proceeds for 1315 E 114th St,Wire to Black Cannon LFTY0300 - 1315 E 114th | Sale Proceeds for 1315 E 114th St,-41768.25,Transfers & Other,Owner Contributions/Distributions,,1315 E 114th St,,Sale Proceeds for 1315 E 114th St
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"October 27, 2025",Ariel Perreira,Ariel Perreira  |  20251023-G,-40,,,,85-104 Alawa Pl,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"October 27, 2025",LOWE'S #1177,"Purchase from LOWE'S #1177  |  Address: LATHAM, NY, US  |  **4243",-4.19,Operating Expenses,Supplies,,84 Madison Ave,,
Lofty Holding 428 Cross Street DAO LLC-428 Cross St Operations-5461,"October 27, 2025",HEMLANE,HEMLANE  |  798WHM MAI,-1450,Operating Expenses,Repairs,,428 Cross St.,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"October 27, 2025",QUANTUM FIBER,QUANTUM FIBER  |  QUANTUM FI,-50,,,,804 S Quitman St,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"October 27, 2025",HAWN ELECTRIC,HAWN ELECTRIC  |  ELEC PAYMT,-360.73,,,,85-104 Alawa Pl,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"October 27, 2025",JPMorgan Chase,JPMorgan Chase  |  Ext Trnsfr,1000,,,,804 S Quitman St,,$1907.10 Refund check from First American Title
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"October 27, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  KNB56SELJP,1133.38,,,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"October 27, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  KNB56SELJP,575.84,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"October 27, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  KNB56SELJP,910.86,,,,88 Madison Ave,,
Beagle LFTY0454 DAO LLC-22164 Umland Circle Operations-4909,"October 27, 2025",Fee for Check Payment 230545,Fee for Check Payment 230545,-2,Operating Expenses,Other Operating Expenses,,22164 Umland Circle,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"October 27, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **3700",-49.68,Operating Expenses,Supplies,,86 Madison Ave,,Toaster + 2x Mixing Bowls
